full_name,rating,jersey,team,position,b_day,height,weight,salary,country,draft_year,draft_round,draft_peak,college,version,TWITTER_FAVORITE_COUNT,TWITTER_RETWEET_COUNT,TWITTER_FOLLOWER_COUNT_MILLIONS
TJ Leaf,74,#22,Indiana Pacers,F-C,4/30/1997,6-10 / 2.08,222 lbs. / 100.7 kg.,2813280,Israel,2017,1,18,UCLA,NBA2k20,N/A,N/A,N/A
TJ McConnell,75,#9,Indiana Pacers,G,3/25/1992,6-1 / 1.85,200 lbs. / 90.7 kg.,3500000,USA,2015,Undrafted,Undrafted,Arizona,NBA2k20,N/A,N/A,N/A
TJ Warren,80,#1,Indiana Pacers,F,9/5/1993,6-8 / 2.03,220 lbs. / 99.8 kg.,11060000,USA,2014,1,14,NC State,NBA2k20,N/A,N/A,N/A
Tobias Harris,85,#12,Philadelphia 76ers,F,7/15/1992,6-8 / 2.03,226 lbs. / 102.5 kg.,32742000,USA,2011,1,19,Tennessee,NBA2k20,2,4,0.022
Tomas Satoransky,75,#31,Chicago Bulls,G,10/30/1991,6-7 / 2.01,198 lbs. / 89.8 kg.,10000000,Czech,2012,2,32,N/A,NBA2k20,7,8.5,N/A
Tony Bradley,70,#13,Utah Jazz,F-C,1/8/1998,6-10 / 2.08,248 lbs. / 112.5 kg.,1962360,USA,2017,1,28,North Carolina,NBA2k20,N/A,N/A,N/A
Tony Snell,73,#17,Detroit Pistons,F,11/10/1991,6-6 / 1.98,198 lbs. / 89.8 kg.,11392857,USA,2013,1,20,New Mexico,NBA2k20,N/A,N/A,N/A
Torrey Craig,74,#3,Denver Nuggets,G,12/19/1990,6-7 / 2.01,215 lbs. / 97.5 kg.,2000000,USA,2014,Undrafted,Undrafted,USC Upstate,NBA2k20,N/A,N/A,N/A
Trae Young,85,#11,Atlanta Hawks,G,9/19/1998,6-1 / 1.85,180 lbs. / 81.6 kg.,6273000,USA,2018,1,5,Oklahoma,NBA2k20,N/A,N/A,N/A
Trae Young,88,#11,Atlanta Hawks,G,9/19/1998,6-1 / 1.85,180 lbs. / 81.6 kg.,6571800,USA,2018,1,5,Oklahoma,NBA2k21,N/A,N/A,N/A
Treveon Graham,71,#12,Atlanta Hawks,G,10/28/1993,6-5 / 1.96,219 lbs. / 99.3 kg.,1645357,USA,2015,Undrafted,Undrafted,VCU,NBA2k20,N/A,N/A,N/A
Trevor Ariza,76,#0,Portland Trail Blazers,F-G,6/30/1985,6-8 / 2.03,210 lbs. / 95.3 kg.,12200000,USA,2004,2,43,UCLA,NBA2k20,10,15,N/A
Trey Lyles,75,#41,San Antonio Spurs,F,11/5/1995,6-9 / 2.06,241 lbs. / 109.3 kg.,5500000,Canada,2015,1,12,Kentucky,NBA2k20,48,12,N/A
Tristan Thompson,79,#13,Cleveland Cavaliers,F,3/13/1991,6-9 / 2.06,225 lbs. / 102.1 kg.,18539130,Canada,2011,1,4,Texas,NBA2k20,368,211,N/A
Troy Brown,73,#6,Washington Wizards,F-G,7/28/1999,6-6 / 1.98,215 lbs. / 97.5 kg.,3219480,USA,2018,1,15,Oregon,NBA2k20,N/A,N/A,N/A
Troy Daniels,72,#30,Denver Nuggets,G,7/15/1991,6-4 / 1.93,200 lbs. / 90.7 kg.,2487033,USA,2013,Undrafted,Undrafted,VCU,NBA2k20,30,10,N/A
Ty Jerome,72,#10,Phoenix Suns,G,7/8/1997,6-5 / 1.96,195 lbs. / 88.5 kg.,2193480,USA,2019,1,24,Virginia,NBA2k20,N/A,N/A,N/A
Tyler Herro,73,#14,Miami Heat,G,1/20/2000,6-5 / 1.96,195 lbs. / 88.5 kg.,3640200,USA,2019,1,13,Kentucky,NBA2k20,N/A,N/A,N/A
Tyler Johnson,74,#0,Brooklyn Nets,G,5/7/1992,6-3 / 1.91,186 lbs. / 84.4 kg.,19428485,USA,2014,Undrafted,Undrafted,Fresno State,NBA2k20,3,6,N/A
Tyler Lydon,70,#0,Free agent,F-C,4/9/1996,6-9 / 2.06,220 lbs. / 99.8 kg.,50000,USA,2017,1,24,Syracuse,NBA2k20,N/A,N/A,N/A
Tyrone Wallace,69,#0,Free agent,G-F,6/10/1994,6-5 / 1.96,200 lbs. / 90.7 kg.,502491,USA,2016,2,60,California,NBA2k20,N/A,N/A,N/A
Tyson Chandler,73,#19,Houston Rockets,C,10/2/1982,7-0 / 2.13,235 lbs. / 106.6 kg.,2564753,USA,2001,1,2,N/A,NBA2k20,29,9,0.84
Tyus Jones,73,#21,Memphis Grizzlies,G,5/10/1996,6-0 / 1.83,185 lbs. / 83.9 kg.,10116000,USA,2015,1,24,Duke,NBA2k20,0,14,N/A
Victor Oladipo,87,#4,Indiana Pacers,G,5/4/1992,6-4 / 1.93,213 lbs. / 96.6 kg.,21000000,USA,2013,1,2,Indiana,NBA2k20,78,28,N/A
Vincent Poirier,73,#77,Boston Celtics,C,10/17/1993,7-0 / 2.13,235 lbs. / 106.6 kg.,2505793,France,2015,Undrafted,Undrafted,N/A,NBA2k20,N/A,N/A,N/A
Wayne Ellington,75,#2,New York Knicks,G,11/29/1987,6-4 / 1.93,200 lbs. / 90.7 kg.,8000000,USA,2009,1,28,North Carolina,NBA2k20,18,12,N/A
Wendell Carter,78,#34,Chicago Bulls,C,4/16/1999,6-9 / 2.06,259 lbs. / 117.5 kg.,5201400,USA,2018,1,7,Duke,NBA2k20,N/A,N/A,N/A
Wesley Iwundu,72,#25,Orlando Magic,F,12/20/1994,6-6 / 1.98,205 lbs. / 93 kg.,1618520,USA,2017,2,33,Kansas State,NBA2k20,N/A,N/A,N/A
Wesley Matthews,76,#9,Milwaukee Bucks,G,10/14/1986,6-4 / 1.93,220 lbs. / 99.8 kg.,2564753,USA,2009,Undrafted,Undrafted,Marquette,NBA2k20,N/A,N/A,N/A
Will Barton,78,#5,Denver Nuggets,G,1/6/1991,6-5 / 1.96,175 lbs. / 79.4 kg.,12776786,USA,2012,2,40,Memphis,NBA2k20,1,3,N/A
Willie Cauley-Stein,79,#0,Dallas Mavericks,C,8/18/1993,7-0 / 2.13,242 lbs. / 109.8 kg.,2177483,USA,2015,1,6,Kentucky,NBA2k20,0,17,N/A
Willy Hernangomez,76,#9,Charlotte Hornets,C-F,5/27/1994,6-11 / 2.11,255 lbs. / 115.7 kg.,1676735,Spain,2015,2,35,N/A,NBA2k20,0,55.5,0.055
Wilson Chandler,75,#21,Brooklyn Nets,F-G,5/10/1987,6-8 / 2.03,225 lbs. / 102.1 kg.,2564753,USA,2007,1,23,DePaul,NBA2k20,31.5,18.5,N/A
Yante Maten,70,#0,Free agent,F-C,8/14/1996,6-8 / 2.03,240 lbs. / 108.9 kg.,100000,USA,2018,Undrafted,Undrafted,Georgia,NBA2k20,N/A,N/A,N/A
Yogi Ferrell,74,#3,Sacramento Kings,G,5/9/1993,6-0 / 1.83,178 lbs. / 80.7 kg.,3150000,USA,2016,Undrafted,Undrafted,Indiana,NBA2k20,37.5,9,N/A
Zach Collins,74,#33,Portland Trail Blazers,C,11/17/1997,6-11 / 2.11,232 lbs. / 105.2 kg.,4240200,USA,2017,1,10,Gonzaga,NBA2k20,N/A,N/A,N/A
Zach LaVine,85,#8,Chicago Bulls,G,3/10/1995,6-6 / 1.98,181 lbs. / 82.1 kg.,19500000,USA,2014,1,13,UCLA,NBA2k20,178.5,67,N/A
Zhaire Smith,72,#8,Philadelphia 76ers,G-F,6/4/1999,6-3 / 1.91,205 lbs. / 93 kg.,3058800,USA,2018,1,16,Texas Tech,NBA2k20,N/A,N/A,N/A
Zion Williamson,81,#1,New Orleans Pelicans,F,7/6/2000,6-6 / 1.98,284 lbs. / 128.8 kg.,9757440,USA,2019,1,1,Duke,NBA2k20,N/A,N/A,N/A
